0.00266211,0.00128102
0.998606,-0.00064051
-1.00127,-0.00064051

0.00532582,0.00256166
0.997087,-0.00128083
-1.00241,-0.00128083

0.00799272,0.00384152
0.995441,-0.00192075
-1.00343,-0.00192077

0.0106644,0.00512023
0.993667,-0.00256007
-1.00433,-0.00256016

0.0133426,0.0063974
0.991765,-0.00319858
-1.00511,-0.00319882

0.0160287,0.00767264
0.989734,-0.00383608
-1.00576,-0.00383656

0.0187246,0.00894555
0.987571,-0.00447232
-1.0063,-0.00447323

0.0214318,0.0102157
0.985277,-0.00510709
-1.00671,-0.00510865

0.0241521,0.0114828
0.982851,-0.00574015
-1.007,-0.00574266

0.0268871,0.0127464
0.98029,-0.00637125
-1.00718,-0.0063751

0.0296385,0.014006
0.977594,-0.00700015
-1.00723,-0.00700581

0.0324082,0.0152612
0.974761,-0.00762659
-1.00717,-0.00763464

0.035198,0.0165117
0.971791,-0.00825029
-1.00699,-0.00826143

0.0380096,0.017757
0.968681,-0.00887098
-1.00669,-0.00888604

0.0408451,0.0189967
0.96543,-0.00948838
-1.00628,-0.00950831

0.0437062,0.0202303
0.962037,-0.0101022
-1.00574,-0.0101281

0.046595,0.0214573
0.958499,-0.0107121
-1.00509,-0.0107453

0.0495136,0.0226774
0.954815,-0.0113177
-1.00433,-0.0113597

0.052464,0.02389
0.950984,-0.0119188
-1.00345,-0.0119712

0.0554485,0.0250946
0.947003,-0.0125149
-1.00245,-0.0125796

0.0584692,0.0262907
0.94287,-0.0131058
-1.00134,-0.0131849

0.0615286,0.0274779
0.938583,-0.013691
-1.00011,-0.0137869

0.0646291,0.0286555
0.93414,-0.0142701
-0.998769,-0.0143854

0.067773,0.0298231
0.929538,-0.0148427
-0.997311,-0.0149803

0.0709632,0.03098
0.924776,-0.0154084
-0.995739,-0.0155716

0.0742024,0.0321256
0.919849,-0.0159666
-0.994052,-0.016159

0.0774933,0.0332594
0.914757,-0.0165169
-0.99225,-0.0167425

0.080839,0.0343807
0.909494,-0.0170588
-0.990333,-0.0173219

0.0842427,0.0354888
0.90406,-0.0175917
-0.988302,-0.0178971

0.0877076,0.036583
0.898449,-0.018115
-0.986157,-0.018468

0.0912372,0.0376627
0.89266,-0.0186282
-0.983897,-0.0190345

0.0948353,0.0387269
0.886687,-0.0191305
-0.981522,-0.0195964

0.0985056,0.0397749
0.880527,-0.0196212
-0.979033,-0.0201536

0.102252,0.0408058
0.874177,-0.0200997
-0.976429,-0.0207061

0.10608,0.0418187
0.867631,-0.020565
-0.97371,-0.0212537

0.109993,0.0428126
0.860885,-0.0210164
-0.970877,-0.0217962

0.113996,0.0437866
0.853933,-0.0214528
-0.967929,-0.0223337

0.118094,0.0447394
0.846771,-0.0218734
-0.964865,-0.022866

0.122294,0.0456699
0.839392,-0.022277
-0.961687,-0.023393

0.126602,0.0465769
0.831791,-0.0226624
-0.958393,-0.0239145

0.131023,0.0474589
0.82396,-0.0230283
-0.954983,-0.0244306

0.135565,0.0483145
0.815893,-0.0233735
-0.951457,-0.024941

0.140235,0.049142
0.807581,-0.0236962
-0.947816,-0.0254458

0.145042,0.0499397
0.799016,-0.023995
